movieId,director
88398,Stephen Bannon
88400,Martha Fiennes
88405,Will Gluck
88411,Theodoros Angelopoulos
88414,Alex Cox
88417,James Toback
88419,Frank Capra
88423,Eric Mendelsohn
88425,Ed Gass-Donnelly
88427,George Sherman
88429,Leo McCarey
88448,Emilio Aragón
88452,Bruno Barreto
88454,Katherine Brooks
88456,Andrew Cull
88456,Steve Isles
88466,Julián Hernández
88468,Anthony Bell
88468,Ben Gluck
88471,Hall Bartlett
88473,Henry King
88480,Jeff Conaway
88483,Charles Jarrott
88485,Christopher Coppola
88488,Gilbert Cates
88491,Norman Z. McLeod
88491,Busby Berkeley
88493,Tay Garnett
88495,Wai Keung Lau
88511,Mervyn LeRoy
88513,William Dieterle
88518,Norman Z. McLeod
88520,Simon Rumley
88562,Miguel Gomes
88564,Andrei Ujica
88568,Hong Sang-soo
88570,Frederick Wiseman
88574,Claude Autant-Lara
88576,Ousmane Sembene
88578,Antonio Naharro
88578,Álvaro Pastor
88580,Masahiro Shinoda
88589,Willard Huyck
88589,Gloria Katz
88591,Rupert Hughes
88593,Na Hong-jin
88595,Fred Niblo
88595,Mauritz Stiller
88597,Daniele Luchetti
88599,Silvio Soldini
88601,Luis Buñuel
88603,Emmanuel Mouret
88605,Kang-sheng Lee
88607,Johan van der Keuken
88638,Georg Wilhelm Pabst
88640,Lucas Belvaux
88642,Sergei Bodrov
88646,Youssef Chahine
88649,Andrzej Wajda
88652,José Luis Cuerda
88654,Thorold Dickinson
88670,Danièle Thompson
88672,Jesse Peretz
88682,Kent Jones
88682,Martin Scorsese
88688,Michael Neel
88692,Marc Forby
88704,Alexandra Lipsitz
88724,Michael Rapaport
88740,Richard Thorpe
88742,Joseph H. Lewis
88744,Rupert Wyatt
88746,Azazel Jacobs
88748,John Sturges
88750,John G. Avildsen
88752,W.S. Van Dyke
88754,William Castle
88756,Jimmy T. Murakami
88759,Rupert Glasson
88764,Mika Kemmo
88764,Pasi Kemmo
88766,Maurice Schwartz
88785,David Dobkin
88788,Nicolas Entel
88810,Tate Taylor
88812,Ruben Fleischer
88814,Edith Carlmar
88816,Leo McCarey
88818,F. Richard Jones
88821,Curtis Bernhardt
88823,Blake Edwards
88833,Norman Z. McLeod
88835,Kevin Tancharoen
88835,Jennifer Arnold
88837,Jacob Tierney
88839,Jérôme Salle
88852,William A. Seiter
88855,Adek Drabinski
88857,David Butler
88877,Marilyn Agrelo
88879,Shinsuke Satô
88886,Takashi Miike
88889,Stephen Chow
88889,Lik-Chi Lee
88894,Mitchell Leisen
88897,William Arntz
88897,E. Raymond Brown
88899,Margarethe von Trotta
88901,Gereon Wetzel
88911,Jean Becker
88925,Gregor Schnitzler
88932,Steven Quale
88934,Nik Fackler
88950,Robert Redford
88954,Todd Strauss-Schulson
88957,Luis Buñuel
88959,Sergiu Nicolaescu
88961,Richard E. Cunha
88971,Norman Foster
88973,Norman Foster
88975,Yasujirô Ozu
88979,Nobuhiko Ôbayashi
88989,Darezhan Omirbayev
88991,Caroline Bottaro
89000,Pablo Trapero
89002,Robert Rodriguez
89007,João César Monteiro
89010,Emir Kusturica
89014,Yasujirô Ozu
89016,Yasujirô Ozu
89018,Ken Annakin
89021,Bo Widerberg
89023,Benedek Fliegauf
89025,Yorgos Noussias
89028,Troy Nixey
89030,Craig Gillespie
89039,Mike Cahill
89043,Kari Väänänen
89047,Spencer Susser
89054,Israel Adrián Caetano
89056,D.A. Pennebaker
89060,Roar Uthaug
89066,Julie Moggan
89069,Martin Scorsese
89072,Jim Mickle
89074,Morgan Spurlock
89083,Herbert G. Ponting
89085,John Madden
89087,Olivier Megaton
89090,Richard Press
89098,Alan Bridges
89100,Martin Scorsese
89102,Heidi Ewing
89102,Alex Gibney
89104,James Bai
89110,Waris Hussein
89112,Norman Z. McLeod
89114,Anthony Mann
89116,Phil Karlson
89118,Pedro Almodóvar
89133,Nils Malmros
89135,Pietro Germi
89137,Fernando Fragata
89139,David Ondaatje
89145,Jay Anania
89162,Kenneth Bowser
89164,Jacob Tierney
89170,Jim Strouse
89190,Marcus Nispel
89192,Omar Naim
89194,Joe Nussbaum
89203,Alison Ellwood
89203,Alex Gibney
89206,Michael Polish
89208,Gilles Paquet-Brenner
89213,Velcrow Ripper
89215,Zachary Levy
89217,James Keach
89219,Wesley Barry
89230,Mark Young
89244,Tsai Ming-liang
89246,Michel Brault
89248,Stephen Roberts
89260,James Marsh
89268,Mervyn LeRoy
89268,George Cukor
89270,Tanaz Eshaghian
89281,James Nguyen
89285,Ermanno Olmi
89300,Jaap van Heusden
89305,Ben Palmer
89313,Arturo Ripstein
89315,Allan King
89321,Miranda July
89323,André Calmettes
89323,James Keane
89325,Andrew Birkin
89327,Taylor Hackford
89329,Lothar Mendes
89337,Steve James
89341,Michael Powell
89341,Emeric Pressburger
89343,Kevin Smith
89347,Eliseo Subiela
89349,Raymond Bernard
89351,Raymond Bernard
89354,Fatih Akin
89356,Sebastián Borensztein
89367,David Denneen
89369,Chris Weitz
89371,Rashane Limtrakul
89373,Max Winkler
89375,Mark Ruffalo
89377,Michael Greenspan
89386,Cameron Crowe
89388,Douglas McGrath
89393,Renato Castellani
89398,John Farrow
89401,Jean Negulesco
89403,Philip Leacock
89406,Ernst Lubitsch
89406,Otto Preminger
89408,Henry Levin
89425,Bodil Ipsen
89425,Lau Lauritzen
89427,David R. Ellis
89449,Pierre Salvadori
89470,Steven Soderbergh
89472,Nanni Moretti
89474,David Miller
89476,Mitchell Leisen
89478,William Lustig
89480,Julia Leigh
89482,Emilio Fernández
89485,William Cameron Menzies
89490,Rod Lurie
89492,Bennett Miller
89501,Yony Leyser
89506,Paco Cabezas
89516,John D. Lamond
89519,Norman Taurog
89521,Lewis Seiler
89527,Tim Whelan
89532,Joe May
89535,Aki Kaurismäki
89537,Susan Morgan Cooper
89539,Serhat Caradee
89542,Sean Walsh
89549,Lina Chamie
89551,David Chung
89554,Zoya Akhtar
89570,Gus Van Sant
89580,Peter Mullan
89582,Sion Sono
89584,Nick Whitfield
89588,Richard Fleischer
89590,Stephen Kijak
89592,Robert Bresson
89594,Francesco Barilli
89596,Wim Wenders
89598,João César Monteiro
89607,Freddie Francis
89610,Frank Ripploh
89613,Dorota Kedzierzawska
89616,Pierre Jolivet
89618,Michel Deville
89620,Mauro Bolognini
89620,Vittorio De Sica
89623,Barbet Schroeder
89629,Fred Cavayé
89632,Indra Kumar
89635,Luiz Villaça
89638,Urszula Antoniak
89650,Jonathan English
89658,Andrew Marton
89664,José Luis Guerín
89668,Ritwik Ghatak
89670,Wesley Ruggles
89674,John Carter
89701,Charles Crichton
89703,Nikos Nikolaidis
89705,Gustav Deutsch
89707,Pedro Costa
89712,Gerrard Verhage
89714,Paula van der Oest
89718,Andrew Thomas Hunt
89720,Stevan Mena
89722,Adam Wingard
89726,Leopold Lindtberg
89728,Frantisek Cáp
89732,James P. Hogan
89745,Joss Whedon
89747,Roy Del Ruth
89753,Tomas Alfredson
89759,Asghar Farhadi
89761,David Cronenberg
89763,Frank Borzage
89765,Douglas Sirk
89767,Joseph H. Lewis
89769,Joseph Losey
89772,Chetan Anand
89774,Gavin O'Connor
89778,Mike Ott
89794,Howard Hawks
89797,Joseph Losey
89800,Erle C. Kenton
89802,Walter Lang
89804,George Clooney
89806,Yves Allégret
89806,Rafael E. Portas
89819,Wolfgang Büld
89829,William A. Wellman
89831,László Kardos
89833,Frank Borzage
89837,Ben Wheatley
89840,Gary McKendry
89844,Robert Davi
89846,Liz Garbus
89848,Parmeet Sethi
89850,Roger Nygard
89862,Evan Glodell
89864,Jonathan Levine
89872,David Worth
89877,John Doyle
89881,Lee Sholem
89883,Ray Dennis Steckler
89896,Béla Tarr
89896,Ágnes Hranitzky
89898,Victor Ginzburg
89900,Nuri Bilge Ceylan
89904,Michel Hazanavicius
89908,Zabou Breitman
89910,Brigitte Roüan
89912,Rainer Werner Fassbinder
89924,Stephen Surjik
89926,Jan Fehse
89930,Michael Barnett
89932,Peter Glenville
89936,Robert Hartford-Davis
89939,Jacqueline Audry
89941,Hiroshi Shimizu
89961,Ruben Östlund
89963,Aleksei German
89965,Ann Hui
89969,Sergei Parajanov
89969,Dodo Abashidze
89971,Melville Shavelson
89977,Cecil B. DeMille
89979,Hiroshi Shimizu
89983,S. Shankar
89988,Ulrich Seidl
89990,Bernard Émond
89994,Bartosz Konopka
89997,Maryam Keshavarz
89999,Fernando Di Leo
90007,Matt Osterman
90009,Óskar Jónasson
90015,Donald Cammell
90017,Fernando Di Leo
90019,Cheol-su Park
90021,Gerardo Naranjo
90035,Abbas Kiarostami
90049,Abbas Kiarostami
90052,Lucio Fulci
90057,Jeff Nichols
90059,Raúl Ruiz
90061,David Robert Mitchell
90064,Raúl Ruiz
90066,Monte Hellman
90068,Don Barton
90068,Arnold Stevens
90071,Jim Kohlberg
90084,Abbas Kiarostami
90086,Abbas Kiarostami
90104,Abbas Kiarostami
90106,David Butler
90108,Alan Rudolph
90112,Henry Koster
90114,John Cromwell
90116,Larry Peerce
90118,Henri Verneuil
90127,Enrique Urbizu
90133,Tom Provost
90154,Matthew Parkhill
90167,László Kardos
90170,Maurice Cloche
90172,Norman Taurog
90183,Antonio Hernández
90196,Frank Launder
90199,Rasoul Sadrameli
90201,Patrice Leconte
90203,Duccio Tessari
90206,James Algar
90208,Jake Rademacher
90211,Mohsen Makhmalbaf
90235,Radu Jude
90237,Astra Taylor
90241,Joël Séria
90243,Hideo Gosha
90245,Hiroshi Teshigahara
90247,Michael Glawogger
90249,Shawn Levy
90252,Sean MacGregor
90252,David Sheldon
90254,Ed Radtke
90256,Josh Safdie
90266,Cindy Meehl
90268,Tim Fehlbaum
90270,Peter Lindmark
90273,Ville Suhonen
90279,Arnaud Viard
90281,Sergey Loznitsa
90284,John E. Bryant
90292,Matti Ijäs
90308,Aida Begic
90310,Trent Cooper
90312,Sergey Gerasimov
90314,Jacqueline Audry
90319,Peter B. Hutton
90321,Fritz Lang
90327,Malcolm St. Clair
90327,Stan Laurel
90339,Eleuterio Rodolfi
90341,Alex Gibney
90343,Craig Brewer
90345,Matthijs van Heijningen Jr.
90350,Greg Olliver
90350,Wes Orshoski
90353,Shawn Ku
90355,U. Roberto Romano
90357,Paddy Considine
90359,Simon Verhoeven
90364,Piotr Szulkin
90371,Budd Boetticher
90374,Sean Durkin
90376,Lynne Ramsay
90378,Errol Morris
90380,William Beaudine
90382,Rich Cowan
90395,Amos Gitai
90397,Osvaldo Civirani
90403,Paul W.S. Anderson
90405,Andrew Niccol
90413,Jim Loach
90419,Francis Veber
90421,Rowan Joffe
90424,Basil Dearden
90426,Christopher Landon
90428,Kenneth Lonergan
90430,Roman Polanski
90434,Ernie Barbarash
90439,J.C. Chandor
90458,Anthony Mann
90460,Sergio Martino
90466,Lesley Selander
90469,Henry Joost
90469,Ariel Schulman
90471,Adam Kassen
90471,Mark Kassen
90474,Maïwenn
90476,Nicole Kassell
90478,Sook-Yin Lee
90488,Robert Altman
90497,Asier Altuna
90514,Abby Berlin
90522,Oliver Parker
90524,John Singleton
90526,Sanping Han
90526,Jianxin Huang
90528,Paolo Sorrentino
90531,Steve McQueen
90533,Jean Renoir
90535,Rino Di Silvestro
90537,Dusan Makavejev
90543,James Benning
90545,Nicholas Ray
90547,Pascal Arnold
90547,Jean-Marc Barr
90549,Neil Abramson
90554,Michael Miner
90556,Peter Bogdanovich
90559,Michael Cain
90559,Matt Radecki
90561,Anne Sewitsky
90564,Mahamat-Saleh Haroun
90566,Orlando Lübbert
90570,Werner Herzog
90570,Denis Reichle
90574,Mariana Chenillo
90576,Mark Mylod
90578,Jim Sheridan
90592,Peter Richardson
90594,Gustav Hofer
90594,Luca Ragazzi
90596,Curtis Harrington
90598,Albert Pyun
90600,Morten Tyldum
90609,Krzysztof Zanussi
90620,Jingle Ma
90620,Wei Dong
90622,Aaron James
90624,Marc Forster
90630,Jennifer Siebel Newsom
90632,Christopher Farah
90645,Roland Emmerich
90647,Chris Miller
90649,Bernard Rose
90651,Juha Wuolijoki
90662,Matthew Hope
90664,Vittorio De Sica
90666,Gary Walkow
90668,Jacob Berger
90671,Maximilian Schell
90673,Michael Powell
90673,Emeric Pressburger
90690,Claes Olsson
90697,Frank Perry
90700,Nick Doob
90700,Chris Hegedus
90702,Larry Cohen
90704,Tony Richardson
90706,Monte Hellman
90706,Tony Brandt
90717,Brett Ratner
90719,Clint Eastwood
90738,Michael Brandt
90741,Nicholas DiBella
90744,Stuart Rosenberg
90746,Steven Spielberg
90748,Richard Quine
90751,Dito Montiel
90753,Javier Fuentes-León
90769,Chris Atkins
90775,Aaron Hendren
90777,Dave Boyle
90795,Pierre Schoeller
90806,Cheh Chang
90809,Céline Sciamma
90811,Naoko Ogigami
90813,Jacques Audiard
90815,Valeria Bruni Tedeschi
90817,Robert Siodmak
90819,Ernest B. Schoedsack
90819,Merian C. Cooper
90821,Jirí Menzel
90823,John Schultz
90825,Keith Behrman
90827,Kiyoshi Kurosawa
90849,Henry Hathaway
90853,Leste Chen
90863,Martin Scorsese
90866,Martin Scorsese
90868,Vera Farmiga
90870,Joel Schumacher
90873,Danny Steinmann
90873,Tom DeSimone
90876,Wojciech Smarzowski
90878,King Vidor
90886,Katy Chevigny
90888,Tarsem Singh
90890,Dennis Dugan
90895,Sean Baker
90895,Shih-Ching Tsou
90897,John Ford
90903,Edward Yang
90907,Richard Oswald
90914,Lee Tamahori
90929,Bertrand Bonello
90933,Terence Davies
90935,Darezhan Omirbayev
90937,Shin Sang-ok
90939,Darren Lynn Bousman
90943,Werner Herzog
90947,Joachim Trier
90949,Aleksey German Jr.
90951,Claude Chabrol
90953,Nabil Ayouch
90958,Friz Freleng
90958,Chuck Jones
90960,Robert N. Bradbury
90963,Bill Haney
90965,Dennis Todorovic
91007,Christian Molina
91010,Sam Levinson
91012,Norman Krasna
91014,Benny Chan
91026,Peter Collinson
91028,Irwin Allen
91031,Jacques Tourneur
91035,Andrea Arnold
91037,Kevin Connor
91048,Jeffrey Fine
91054,Lambert Hillyer
91056,Spencer Gordon Bennet
91058,Åke Lindman
91058,Palmer Thompson
91065,Claude Chabrol
91067,Nicolas Saada
91069,Henry Koster
91071,Joseph L. Mankiewicz
91073,Edward F. Cline
91075,Anthony Mann
91077,Alexander Payne
91079,Drake Doremus
91094,James Bobin
91096,Wilson Yip
91104,Bill Condon
91106,Volker Schlöndorff
91108,Joseph Losey
91110,André Téchiné
91126,Steven Spielberg
91128,Bruce Robinson
91134,Simon Curtis
91137,Henry King
91137,Otto Brower
91140,Christophe Honoré
91161,Alfred E. Green
91163,Edward F. Cline
91167,Christopher Marshall
91169,Kyle Patrick Alvarez
91179,Gregory Ratoff
91181,William A. Wellman
91189,F. Javier Gutiérrez
91191,Jean-Claude Brisseau
91193,Joseph Losey
91195,Marco Bellocchio
91199,Andrew Haigh
91201,Fernando E. Solanas
91206,Jean Rollin
91208,João César Monteiro
91211,Alex Law
91213,Miao Wang
91216,Ben Hickernell
91218,Richard Boleslawski
91218,Allan Dwan
91223,Edmund Goulding
91227,Simo Halinen
91241,Rohit Shetty
91243,Mikael Håfström
91246,Benedek Fliegauf
91248,Pere Portabella
91250,Nikkhil Advani
91253,Busby Berkeley
91256,Ousmane Sembene
91261,Valeriy Todorovskiy
91268,John Ford
91271,Ferdinand Fairfax
91273,Guy Moshe
91284,Jack Clayton
91286,David Butler
91290,Gilles Paquet-Brenner
91298,S.A. Halewood
91302,Julie Bertuccelli
91304,Harry Bromley Davenport
91306,Abderrahmane Sissako
91309,Martin Zandvliet
91323,David Gordon Green
91325,Stephen Daldry
91331,Ted Tetzlaff
91333,István Szabó
91337,Marc Fienberg
91351,Philippe Grimond
91353,Gerhard Hahn
91355,Stefan Fjeldmark
91355,Jesper Møller
91360,Susanne Rostock
91362,Rouben Mamoulian
91371,Oren Moverman
91386,George Miller
91386,Gary Eck
91388,Neil Jordan
91391,Robert Altman
91393,Roberto Rossellini
91395,Robert Altman
91414,Sarah Smith
91414,Barry Cook
91416,Gerardo Naranjo
91419,Nicholas Ray
91419,Budd Schulberg
91421,Howard Hawks
91423,John Frankenheimer
91425,Robert Siodmak
91442,Peter Hall
91444,Lisanne Skyler
91446,Nicholas Ray
91450,William Dear
91474,Rob Minkoff
91483,Walter Hill
91485,Simon West
91492,George Sidney
91494,Raoul Walsh
91500,Gary Ross
91503,Benjamin Christensen
91505,Benedek Fliegauf
91509,Dante Lam
91511,Yonggang Wu
91513,Ivan Passer
91515,George King
91517,Jörg Buttgereit
91529,Christopher Nolan
91531,João César Monteiro
91533,Sergiu Nicolaescu
91535,Tony Gilroy
91537,Philippe Lioret
91540,Mark Pellington
91542,Guy Ritchie
91548,Tegan Behel
91548,Loressa Clisby
91556,Philippe Le Guay
91558,Carlos Saura
91560,Martin Zandvliet
91562,Louis Feuillade
91564,Kim Ki-duk
91566,Akihiko Shiota
91571,Ralph Fiennes
91573,Mathieu Demy
91582,Gordon Douglas
91586,Lech Majewski
91589,Grigoriy Chukhray
91591,Richard Compton
91593,Hüseyin Karabey
91595,Paul Saltzman
91597,Mojtaba Mirtahmasb
91597,Jafar Panahi
91599,Keisuke Kinoshita
91601,Bruno Dumont
91603,Santiago Mitre
91605,Cam Archer
91610,Robert Milicevic
91610,Sook-Yin Lee
91612,Emmanuelle Bercot
91615,Duane Hopkins
91617,Philippe Grandrieux
91619,Lucian Pintilie
91622,Jason Reitman
91624,Gray Hofmeyr
91626,Julien Magnat
91628,Garry Marshall
91630,Brad Bird
91653,Cameron Crowe
91655,David Butler
91658,David Fincher
91660,Chris Gorak
91662,Jeremy Morris-Burke
91664,Ole Schell
91664,Sara Ziff
91666,Henry Cass
91671,Mike Mitchell
91673,Rodrigo García
91681,Guillem Morales
91683,Ana Vlad
91683,Adrian Voicu
91688,George Ratliff
91690,Jennifer Westfeldt
91692,Richard Fleischer
91694,Juan Carlos Fresnadillo
91697,André De Toth
91707,Angelina Jolie
91709,William J. Cowen
91711,Douglas Sirk
91713,Lloyd Bacon
91715,Jacques Demy
91718,Ernst Lubitsch
91727,Rowland V. Lee
91727,Alexander Hall
91729,George Marshall
91741,Lars Büchel
91743,David Kaplan
91745,Chip Mabry
91749,Eva Jin
91755,Eugene Jarecki
91762,Dereck Joubert
91766,Giuliano Montaldo
91768,Jacques Deray
91770,Don Siegel
91782,Olivier Abbou
91784,Sebastian Gutierrez
91786,Masakazu Hashimoto
91789,Famke Janssen
91793,Juho Kuosmanen
91797,George Cukor
91799,Edgar Selwyn
91805,Maneesh Sharma
91808,Dee Rees
91826,Francesca Gregorini
91826,Tatiana von Fürstenberg
91829,Edward Burns
91831,William Brent Bell
91840,Michael Cuesta
91842,Baltasar Kormákur
91844,Shimit Amin
91852,Pierre Granier-Deferre
91854,Victor Fleming
91858,Dariush Mehrjui
91860,Johan van der Keuken
91862,Mark Rappaport
91866,Martin Guigui
91869,Constance Marks
91869,Philip Shane
91871,Arthur Lubin
91873,Todd Graff
91880,Alex Bowen
91882,João Pedro Rodrigues
91884,Sidney Lumet
91886,Charles Martin Smith
91888,Tono Errando
91888,Javier Mariscal
91890,Phyllida Lloyd
91894,Mitchell Lichtenstein
91896,Daniel Adams
91902,Andrey Zvyagintsev
91904,Bahman Farmanara
91906,Cristi Puiu
91908,Pantelis Voulgaris
91911,Xavier Durringer
91914,Brendan Fletcher
91919,Dave Fleischer
91921,José Luis Guerín
91924,Bohdan Sláma
91927,Rupert Murray
91929,Patricio Guzmán
91931,Dave Boyle
91933,Angelo Cianci
91935,Niall MacCormick
91937,Michael Corrente
91947,D. Kerry Prior
91952,Lech Majewski
91954,Robert M. Young
91957,John Stockwell
91960,Richard C. Parish
91970,Mariano Cohn
91970,Gastón Duprat
91972,Xavier Gens
91974,Måns Mårlind
91974,Björn Stein
91976,Joe Carnahan
91978,Asger Leth
91981,Kaige Chen
91983,Lauri Nurkse
91991,Buck Henry
91993,Basil Dearden
91995,Harmon Jones
91997,John Irvin
92001,Joseph Losey
92004,Dunia Ayaso
92004,Félix Sabroso
92006,John Gray
92008,Steven Soderbergh
92010,Lionel Steketee
92010,Fabrice Eboué
92023,Robert Stevenson
92025,William A. Wellman
92027,Frank Borzage
92029,Budd Boetticher
92032,Richard Fleischer
92046,Michael Glawogger
92048,Larysa Kondracki
92058,Tom Six
92062,Betsan Morris Evans
92064,Fritz Lang
92083,Banmei Takahashi
92085,Gordon Chan
92087,Richard Brooks
92096,Daniel Lee
92099,Greg Page
92102,Melvin Frank
92104,Norman Jewison
92118,Edward Yang
92120,Mohammad Rasoulof
92122,Julia Loktev
92124,Harun Farocki
92126,Nadav Lapid
92128,Weikai Huang
92130,Miklós Jancsó
92132,Raoul Walsh
92134,Lucian Pintilie
92136,Maurice Pialat
92152,Jannicke Systad Jacobsen
92154,Aleksandr Sokurov
92156,Pablo Larraín
92159,Bill Morrison
92161,Anna Biller
92163,Carlos Saura
92165,Benny Safdie
92165,Josh Safdie
92167,John Curran
92172,Kinji Fukasaku
92174,Youssef Chahine
92176,René Clair
92178,Esther Rots
92180,Marian Crisan
92182,Anthony Caldarella
92184,Lewis Jackson
92186,Mika Kaurismäki
92188,John Francis Dillon
92192,Gonzalo López-Gallego
92196,Frederick Wiseman
92198,Roger Donaldson
92200,Martin Ritt
92204,Agnès Varda
92210,Yasuhiro Takemoto
92210,Tatsuya Ishihara
92224,Ritwik Ghatak
92229,Michelangelo Antonioni
92231,Maurice Tourneur
92234,Anthony Hemingway
92240,Kon Ichikawa
92243,Yimou Zhang
92245,Dziga Vertov
92250,Todd Berger
92252,Mark Landsman
92257,Michael D. Sellers
92259,Olivier Nakache
92259,Éric Toledano
92262,Valérie Donzelli
92264,Julie Anne Robinson
92268,Edward Finney
92270,Fenton Bailey
92270,Randy Barbato
92307,Madonna
92309,Ti West
92314,Taru Mäkelä
92321,Robert Z. Leonard
92325,Damion Dietz
92335,Ken Kwapis
92343,Joseph Jacoby
92348,Kimio Yabuki
92352,Neil Diamond
92352,Catherine Bainbridge
92354,Vic Morrow
92354,Giorgio Gentili
92357,Craig McCall
92371,Timur Bekmambetov
92371,Yaroslav Chevazhevskiy
92374,Aleksandr Kott
92374,Aleksandr Baranov
92380,Marcel Carné
92382,Kenji Mizoguchi
92389,Henry King
92391,Colin Minihan
92391,Stuart Ortiz
92393,Hark Tsui
92399,Otto Preminger
92408,Mike De Leon
92410,Dziga Vertov
92412,Mia Halme
92416,Jacek Bromski
92420,Josh Trank
92422,James Watkins
92427,Detlev Buck
92435,Grzegorz Królikiewicz
92439,Gavin Wiesen
92441,Eran Riklis
92446,Alberto Lattuada
92448,Tom Brady
92453,Dominik Moll
92455,Frank Popper
92457,Joseph Losey
92461,Richard Harrah
92471,George Sidney
92479,Curtis Bernhardt
92481,Hattie Dalton
92507,Daniel Espinosa
92509,Michael Sucsy
92516,Roger Corman
92518,Ishirô Honda
92520,Roy Del Ruth
92522,William A. Wellman
92600,Álex de la Iglesia
92606,Göran Hugo Olsson
92609,Paul L. Stein
92611,Peter Godfrey
92613,Rosser Goodman
92633,Yoshitarô Nomura
92635,Kris Booth
92637,Hiroshi Teshigahara
92639,Mark Rappaport
92641,Pere Portabella
92643,Philippe Falardeau
92646,Walter Lang
92648,Jason Rosette
92652,Laura Israel
92658,Dziga Vertov
92660,Masahiro Shinoda
92665,Jamie Travis
92674,David M. Rosenthal
92676,George Archainbaud
92681,Brad Peyton
92683,Coky Giedroyc
92687,Mikko Niskanen
92691,Lloyd Ingraham
92694,David Mackenzie
92696,Jon Knautz
92702,Bestor Cram
92713,Robert Gardner
92715,Mariano Cohn
92715,Gastón Duprat
92719,Tim Heidecker
92719,Eric Wareheim
92726,Emilio Fernández
92728,Markku Pölönen
92730,Olli Saarela
92738,Rachel Ward
92740,Sergey Loban
92749,Marcus H. Rosenmüller
92751,Til Schweiger
92751,Torsten Künstler
92756,Howard Zieff
92760,Joseph V. Mascelli
92760,Jack Pollexfen
92768,Ville Jankeri
92781,Ian Cheney
92787,Lavinia Currier
92789,Alma Har'el
92793,Vladimir Bychkov
92804,Teddy Chan
92817,Siu-Tung Ching
92819,Hark Tsui
92836,Ian Palmer
92841,Martin Koolhoven
92843,Allan Dwan
92845,Howard W. Koch
92847,Michael Curtiz
92852,Mari Rantasila
92872,Juana Macías
92874,Lowell Sherman
92874,Jack Conway
92881,Arturo Ripstein
92883,Benjamin Christensen
92894,Dusan Kovacevic
92894,Bozidar 'Bota' Nikolic
92904,David Weissman
92904,Bill Weber
92906,Thomas J. Schmidt
92910,Oldrich Lipský
92918,Betsy Blankenbaker
92920,Daniel Nettheim
92923,Howard J. Ford
92923,Jonathan Ford
92925,William Wyler
92927,Malcolm St. Clair
92935,Jack Smight
92938,Mark Neveldine
92938,Brian Taylor
92944,Bibo Bergeron
92946,Bill Kalmenson
92948,Yvonne Rainer
92951,Stathis Athanasiou
92963,Jeremy Gosch
92966,Randal Kleiser
92968,Alexander Nanau
92980,Gerardo Herrero
93002,Jack Hively
93004,Edward Ludwig
93014,Jukka-Pekka Siili
93022,Abram Cox
93024,Carl Tibbetts
93029,Damien Chazelle
93035,Robert Siodmak
93035,Mervyn LeRoy
93037,Richard Thorpe
93061,Andrew Erwin
93061,Jon Erwin
93063,Cyril Tuschi
93070,Dan Chisu
93116,Jacques Rivette
93128,René Féret
93132,Matthew Dean Russell
93136,Robert Stevenson
93164,Jaume Balagueró
93168,Yasujirô Ozu
93181,Burt Kennedy
93183,John Sturges
93187,Sharunas Bartas
93189,Mansour Sora Wade
93193,Patrick Hughes
93196,Danny Bilson
93201,Jean-Philippe Toussaint
93204,Richard Stanley
93206,Bernard Émond
93210,Sylvie Testud
93212,Jean-Loup Felicioli
93212,Alain Gagnol
93217,Mario Bava
93240,Makoto Shinkai
93242,Heitor Dhalia
93263,Wesley Ruggles
93265,Alex Kendrick
93267,Alex Kendrick
93270,Nima Nourizadeh
93272,Chris Renaud
93272,Kyle Balda
93287,David Frankel
93289,Mika Kaurismäki
93295,Norman Foster
93297,Mike McCoy
93297,Scott Waugh
93320,Mike Clattenburg
93322,Georg Wilhelm Pabst
93324,Daniel Lindsay
93324,T.J. Martin
93326,McG
93344,Terence Fisher
93351,Bozidar 'Bota' Nikolic
93363,Andrew Stanton
93365,Katja Gauriloff
93376,Feo Aladag
93391,Jennifer Yee McDevitt
93393,Angela Ismailos
93397,Andrew V. McLaglen
93399,Robert Hartford-Davis
93420,Curt Morgan
93422,Ken Scott
93432,Lee Fulkerson
93437,Vsevolod Pudovkin
93439,Nenad Djuric
93441,Kôji Wakamatsu
93443,Michael Dowse
93448,Ivica Matic
93450,Edwin
93455,Saul Landau
93455,Raúl Ruiz
93463,J. Lee Thompson
93467,Matt Thompson
93475,Nick Murphy
93492,Pablo Croce
93500,Diane Doniol-Valcroze
93500,Arthur K. Flam
93502,Matthew Chapman
93510,Phil Lord
93510,Christopher Miller
93512,Jay Duplass
93512,Mark Duplass
93516,Brant Sersen
93520,John English
93520,William Witney
93522,James W. Horne
93529,Stefan Jarl
93533,Irving Lerner
93535,William Phillips
93544,Leo McCarey
93544,David W. Orton
93547,Alan James
93547,William Witney
93550,Sarasawadee Wongsompetch
93552,Ahn Sang-hoon
93563,James Mather
93563,Steve Saint Leger
93568,Jouko Aaltonen
93570,Cheol-soo Jang
93572,Gil Cates Jr.
93574,Jon Foy
93578,Julian Gilbey
93583,Riccardo Freda
93583,Mario Bava
93598,Justin Kurzel
93610,Takashi Yamazaki
93612,Tom Schiller
93618,Tariq Tapa
93621,Charlie Picerni
93628,Heikki Kossi
93641,Dictynna Hood
93649,Tom Naughton
93652,Frederick Wiseman
93654,Amir Naderi
93656,David Noel Bourke
93659,Eduardo Chapero-Jackson
93667,Faouzi Bensaïdi
